"Schema","Criterion","DataGenerator","Doubler","Termination","BigOh"
"BioSQL","ICC","avs","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS749","APC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","UCC","avsDefaults","DoubleForeignKeys","KILLED","LINEARITHMIC"
"NistXTS748","ANCC","directedRandomDefaults","DoubleColumns","success","QUADRADIC"
"NistXTS748","CondAICC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS749","APC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"JWhoisServer","CondAICC","avs","DoubleColumns","success","LINEARITHMIC"
"iTrust","AUCC","directedRandomDefaults","DoubleAll","success","LINEARITHMIC"
"NistXTS748","ICC","random","DoubleAll","success","LINEAR"
"RiskIt","UCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"NistWeather","CondAICC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"BioSQL","ClauseAICC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS748","ClauseAICC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"JWhoisServer","ANCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"UnixUsage","CondAICC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"Cloc","AICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"BioSQL","ANCC","avsDefaults","DoubleAll","timeout","CUBIC"
"UnixUsage","ICC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","ICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"UnixUsage","CondAICC","random","DoubleNotNullsSemantic","success","LINEAR"
"UnixUsage","NCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","ICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","ICC","directedRandom","DoubleForeignKeys","success","LOGARITHMIC"
"NistWeather","CondAICC","randomDefaults","DoubleAll","success","LINEAR"
"Cloc","UCC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","ANCC","random","DoubleTablesColumns","success","LINEAR"
"UnixUsage","NCC","random","DoubleChecksSemantic","success","LOGARITHMIC"
"NistWeather","ClauseAICC","avsDefaults","DoubleChecksSemantic","success","LINEAR"
"iTrust","ANCC","avs","DoubleUniquesSemantic","success","CONSTANT"
"RiskIt","ICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","ANCC","randomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"iTrust","CondAICC","avsDefaults","DoubleAll","success","LINEAR"
"UnixUsage","ANCC","directedRandom","DoubleTablesColumns","success","LINEARITHMIC"
"NistXTS749","AICC","randomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","UCC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"iTrust","ANCC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","AUCC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","ClauseAICC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"RiskIt","UCC","avsDefaults","DoubleAll","timeout","CUBIC"
"iTrust","NCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","CondAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"iTrust","APC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","NCC","random","DoubleTablesColumns","success","LINEARITHMIC"
"NistWeather","ANCC","directedRandomDefaults","DoubleAll","success","CUBIC"
"NistXTS749","APC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","UCC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"BioSQL","ClauseAICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","ICC","directedRandomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistWeather","UCC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS748","AUCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","AICC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"iTrust","AUCC","avs","DoubleNotNullsSemantic","out of memory","QUADRADIC"
"NistXTS748","ANCC","randomDefaults","DoubleForeignKeys","success","CONSTANT"
"BioSQL","AICC","random","DoubleNotNullsSemantic","success","LINEAR"
"NistXTS748","CondAICC","avs","DoubleUniquesSemantic","success","LINEARITHMIC"
"NistXTS748","APC","randomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"Cloc","APC","randomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS749","NCC","random","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","NCC","directedRandomDefaults","DoubleTables","success","LINEARITHMIC"
"JWhoisServer","AICC","avsDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS749","UCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistWeather","NCC","randomDefaults","DoubleTablesColumns","success","QUADRADIC"
"Cloc","CondAICC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"JWhoisServer","ICC","randomDefaults","DoubleTables","success","QUADRADIC"
"BioSQL","ICC","random","DoubleColumns","success","LINEARITHMIC"
"RiskIt","ICC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS749","ICC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","NCC","avs","DoubleColumns","out of memory","CUBIC"
"BioSQL","AUCC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","UCC","directedRandomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistXTS749","ICC","avsDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistXTS748","APC","randomDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"RiskIt","ClauseAICC","random","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","UCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"RiskIt","APC","avs","DoubleAll","success","LINEAR"
"NistWeather","AICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"NistXTS748","CondAICC","directedRandomDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"RiskIt","ClauseAICC","avs","DoubleAll","success","LINEAR"
"NistXTS748","ANCC","avsDefaults","DoubleChecksSemantic","success","LINEAR"
"UnixUsage","AUCC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"UnixUsage","UCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","AUCC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"NistXTS748","ICC","randomDefaults","DoubleAll","success","LINEARITHMIC"
"UnixUsage","ICC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","NCC","random","DoubleColumns","success","LOGARITHMIC"
"NistWeather","AICC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","ICC","randomDefaults","DoubleForeignKeys","success","CONSTANT"
"BioSQL","AICC","random","DoubleNotNulls","success","CONSTANT"
"Cloc","AICC","avs","DoubleAll","success","LOGARITHMIC"
"NistXTS748","NCC","directedRandomDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"RiskIt","AICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","NCC","randomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","NCC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","AICC","random","DoubleAll","success","LINEAR"
"JWhoisServer","ICC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","AUCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"iTrust","ClauseAICC","directedRandomDefaults","DoubleAll","success","LINEARITHMIC"
"NistXTS748","CondAICC","avsDefaults","DoubleAll","success","LINEARITHMIC"
"BioSQL","ClauseAICC","randomDefaults","DoubleTables","timeout","POWER 4"
"UnixUsage","APC","random","DoubleTablesColumns","success","QUADRADIC"
"UnixUsage","UCC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS749","AICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"Cloc","APC","randomDefaults","DoubleTables","success","LINEAR"
"NistXTS749","APC","avsDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"NistXTS748","AICC","directedRandom","DoubleTables","success","CUBIC"
"JWhoisServer","CondAICC","avs","DoubleNotNullsSemantic","success","LINEAR"
"UnixUsage","ICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistXTS749","CondAICC","avs","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AICC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"RiskIt","NCC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"JWhoisServer","AUCC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","ICC","directedRandom","DoubleColumns","success","LOGARITHMIC"
"RiskIt","NCC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS748","ICC","directedRandom","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistXTS749","AICC","avsDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"JWhoisServer","AUCC","random","DoubleForeignKeys","success","CONSTANT"
"iTrust","AUCC","avs","DoubleTablesColumns","success","LINEAR"
"NistXTS748","AICC","random","DoubleTables","timeout","QUADRADIC"
"Cloc","ICC","avs","DoubleNotNullsSemantic","success","CONSTANT"
"NistWeather","UCC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS748","ICC","directedRandomDefaults","DoubleColumns","success","LOGARITHMIC"
"iTrust","AUCC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","CondAICC","directedRandomDefaults","DoubleForeignKeys","success","CONSTANT"
"NistXTS749","UCC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"NistXTS748","ICC","directedRandom","DoubleTables","success","LINEARITHMIC"
"UnixUsage","AICC","random","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","ICC","avs","DoubleTablesColumns","timeout","QUADRADIC"
"Cloc","AICC","randomDefaults","DoubleNotNullsSemantic","success","CONSTANT"
"BioSQL","AICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","NCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"RiskIt","NCC","random","DoubleAll","success","LINEAR"
"NistXTS748","UCC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"NistXTS749","NCC","directedRandom","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","UCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","ClauseAICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"JWhoisServer","UCC","random","DoubleAll","success","LINEARITHMIC"
"RiskIt","APC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","CondAICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistWeather","CondAICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","ICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"UnixUsage","CondAICC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","ICC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"UnixUsage","NCC","randomDefaults","DoubleTables","timeout","QUADRADIC"
"iTrust","ICC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ANCC","directedRandomDefaults","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS749","ANCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","ClauseAICC","directedRandom","DoubleForeignKeys","success","LOGARITHMIC"
"RiskIt","ICC","random","DoubleAll","success","LINEAR"
"BioSQL","ICC","directedRandom","DoubleTables","success","CUBIC"
"NistXTS748","AUCC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"BioSQL","AICC","avsDefaults","DoubleUniquesSemantic","success","LINEAR"
"RiskIt","AUCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","AUCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS748","APC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"iTrust","AUCC","randomDefaults","DoubleColumns","timeout","CUBIC"
"NistXTS749","NCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","ClauseAICC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","ICC","directedRandomDefaults","DoubleAll","success","LOGARITHMIC"
"JWhoisServer","ClauseAICC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","APC","directedRandom","DoubleTables","success","LOGARITHMIC"
"NistXTS748","AICC","avs","DoubleChecksSemantic","success","LINEAR"
"BioSQL","UCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","ANCC","avsDefaults","DoubleNotNullsSemantic","out of memory","LINEAR"
"iTrust","AICC","directedRandomDefaults","DoubleAll","success","QUADRADIC"
"RiskIt","AUCC","random","DoubleNotNulls","success","CONSTANT"
"RiskIt","ICC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS748","NCC","directedRandom","DoubleColumns","out of memory","CUBIC"
"RiskIt","AUCC","avsDefaults","DoubleUniquesSemantic","success","LINEARITHMIC"
"iTrust","AICC","randomDefaults","DoubleColumns","timeout","QUADRADIC"
"BioSQL","ClauseAICC","directedRandom","DoubleNotNulls","success","CONSTANT"
"iTrust","APC","random","DoubleChecksSemantic","success","LINEARITHMIC"
"RiskIt","AICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS748","UCC","avs","DoubleTables","success","LINEARITHMIC"
"BioSQL","AICC","avs","DoubleTables","timeout","QUADRADIC"
"iTrust","UCC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","ANCC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","UCC","directedRandomDefaults","DoubleAll","success","LOGARITHMIC"
"BioSQL","UCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","CondAICC","random","DoubleAll","success","LINEAR"
"NistWeather","AICC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"BioSQL","ICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","NCC","random","DoubleNotNulls","success","CONSTANT"
"UnixUsage","ICC","random","DoubleColumns","success","LINEAR"
"iTrust","ICC","random","DoubleColumns","success","LINEARITHMIC"
"UnixUsage","AICC","directedRandom","DoubleAll","timeout","CUBIC"
"Cloc","AUCC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","NCC","directedRandom","DoubleNotNullsSemantic","success","LOGARITHMIC"
"UnixUsage","UCC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistWeather","ClauseAICC","randomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"JWhoisServer","ICC","random","DoubleNotNulls","success","CONSTANT"
"NistXTS749","CondAICC","avsDefaults","DoubleColumns","success","LINEAR"
"NistWeather","AUCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistWeather","ANCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","NCC","random","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","CondAICC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS749","AUCC","avsDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"NistXTS749","APC","directedRandom","DoubleTables","timeout","QUADRADIC"
"BioSQL","NCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"NistXTS748","AUCC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","AICC","directedRandom","DoubleNotNullsSemantic","success","CONSTANT"
"RiskIt","UCC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","ClauseAICC","random","DoubleTables","success","LOGARITHMIC"
"NistWeather","NCC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"JWhoisServer","NCC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"UnixUsage","NCC","avs","DoubleNotNullsSemantic","success","LINEAR"
"Cloc","ClauseAICC","directedRandomDefaults","DoubleForeignKeys","success","CONSTANT"
"RiskIt","AICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"UnixUsage","AICC","directedRandomDefaults","DoubleNotNulls","success","LINEARITHMIC"
"UnixUsage","APC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"NistXTS749","UCC","avs","DoubleAll","success","LINEARITHMIC"
"RiskIt","APC","random","DoubleAll","success","LINEARITHMIC"
"Cloc","AUCC","avs","DoubleTables","timeout","QUADRADIC"
"RiskIt","ANCC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","ICC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"RiskIt","ICC","directedRandom","DoubleNotNulls","success","CONSTANT"
"UnixUsage","APC","directedRandomDefaults","DoubleColumns","success","LOGARITHMIC"
"UnixUsage","ICC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","ANCC","random","DoubleTables","timeout","POWER 4"
"RiskIt","ClauseAICC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","AICC","random","DoubleTablesColumns","success","CONSTANT"
"RiskIt","UCC","random","DoubleNotNulls","success","CONSTANT"
"RiskIt","ANCC","directedRandomDefaults","DoubleChecksSemantic","success","CONSTANT"
"iTrust","AICC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","UCC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"RiskIt","UCC","directedRandomDefaults","DoubleColumns","out of memory","QUADRADIC"
"RiskIt","ANCC","random","DoubleColumns","timeout","QUADRADIC"
"iTrust","ICC","random","DoubleNotNullsSemantic","success","LINEAR"
"NistXTS749","ANCC","random","DoubleUniquesSemantic","success","CONSTANT"
"iTrust","NCC","avsDefaults","DoubleColumns","out of memory","CUBIC"
"NistXTS749","AUCC","avs","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","AICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","CondAICC","directedRandom","DoubleTables","success","LINEARITHMIC"
"RiskIt","ClauseAICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","NCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","CondAICC","avs","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","AICC","directedRandom","DoubleAll","success","LINEARITHMIC"
"NistXTS748","APC","random","DoubleForeignKeys","success","CONSTANT"
"Cloc","ANCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"iTrust","ClauseAICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","AICC","random","DoubleTablesColumns","success","LOGARITHMIC"
"BioSQL","NCC","avsDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"JWhoisServer","CondAICC","random","DoubleTables","success","LOGARITHMIC"
"NistWeather","ICC","avs","DoubleNotNulls","success","CONSTANT"
"iTrust","APC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","AUCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"Cloc","CondAICC","random","DoubleChecksSemantic","success","CONSTANT"
